7.53000000 0.00000000
7.53000000 0.00000000
7.53000000 0.00000000
7.53000000 0.00000000
5.00581351 0.02556948
5.43363464 -0.06232122
7.53000000 0.00000000
7.53000000 0.00000000
4.58254791 0.25838270
4.81592805 0.18039317
5.23648566 0.08617255
5.77468036 -0.01695078
7.53000000 0.00000000
7.53000000 0.00000000
4.70067450 0.32731866
5.05639360 0.24041746
5.52552200 0.14934857
6.09976480 0.04812590
7.53000000 0.00000000
4.60252425 0.47004453
4.84522588 0.39380957
5.32291647 0.29558039
5.83465683 0.20378630
6.44180828 0.10268498
7.53000000 0.00000000
4.69408387 0.52708026
5.06661017 0.44310664
5.58009074 0.34657359
6.12821730 0.25287474
6.76427071 0.15412418
4.59421338 0.65791558
4.82221106 0.58716206
5.29054178 0.49099568
5.84025169 0.39214245
6.40377693 0.30002838
7.06427984 0.20012158
4.66821134 0.70605112
4.99083947 0.63283319
5.51173368 0.53195425
6.08442638 0.43310101
6.67151201 0.34098694
7.36604907 0.24195198
4.76000837 0.75875021
5.18309105 0.67063067
5.71105700 0.57214116
6.31917313 0.47095692
6.93406296 0.37958635
7.65024283 0.27980789
4.85931851 0.80679796
5.36846226 0.70577057
5.93352533 0.60569356
6.53753195 0.50875237
7.17064785 0.41631608
7.91941237 0.31699507
5.02128496 0.83958563
5.53544636 0.74209929
6.12125552 0.64150427
6.76866167 0.53967193
7.40997913 0.44914769
8.17304410 0.35113388
